age;marital;address;income;inccat;car;carcat;ed;employ;retire;empcat;jobsat;gender;reside;wireless;multline;voice;pager;internet;callid;callwait;owntv;ownvcr;owncd;ownpda;ownpc;ownfax;news;response
37;Marrié(e);7;99;$75 - $124;49,8;Luxe;Bac +3/4;11;Non;2 à 5;Satisfait;Homme;3;Oui;Oui;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
23;Non marrié(e);0;32;$25 - $49;15,7;Standard;Bac +2;1;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
68;Marrié(e);6;9;Inf à $25;4,5;Economique;Niveau Bac;2;Oui;Moins de 2;Neutre;Homme;2;Non;Non;Non;Non;Aucun;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non
35;Non marrié(e);3;34;$25 - $49;17;Standard;Bac +2;4;Non;Moins de 2;Neutre;Homme;4;Non;Oui;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
23;Non marrié(e);0;19;Inf à $25;9,4;Economique;Niveau Bac;3;Non;Moins de 2;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
48;Non marrié(e);5;111;$75 - $124;55,2;Luxe;Bac +3/4;18;Non;6 à 10;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
22;Marrié(e);2;27;$25 - $49;13,6;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Femme;3;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
26;Marrié(e);7;29;$25 - $49;14,5;Economique;Niveau Bac;5;Non;2 à 5;Très insatisfait;Homme;4;Oui;Oui;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
50;Non marrié(e);9;141;$75 - $124;69,7;Luxe;Bac +2;22;Non;6 à 10;Satisfait;Homme;1;Non;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
44;Marrié(e);5;37;$25 - $49;18,7;Standard;Niveau Bac;1;Non;Moins de 2;Insatistait;Homme;5;Non;Non;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
38;Non marrié(e);9;30;$25 - $49;14,5;Economique;Bac +5 et +;10;Non;2 à 5;Neutre;Homme;1;Non;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
23;Marrié(e);0;17;Inf à $25;8,5;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Femme;3;Oui;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
39;Non marrié(e);5;59;$50 - $74;28,8;Standard;Niveau Bac;12;Non;2 à 5;Satisfait;Femme;1;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
52;Marrié(e);31;87;$75 - $124;42,8;Luxe;Bac +3/4;6;Non;2 à 5;Satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
27;Marrié(e);5;37;$25 - $49;18,4;Standard;Niveau Bac;5;Non;2 à 5;Très insatisfait;Homme;4;Oui;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
39;Marrié(e);1;54;$50 - $74;28,1;Standard;Bac +3/4;13;Non;2 à 5;Satisfait;Homme;3;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
63;Marrié(e);1;19;Inf à $25;9,4;Economique;Inf au Bac;13;Oui;2 à 5;Très satisfait;Femme;4;Non;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
64;Marrié(e);24;13;Inf à $25;6,3;Economique;Inf au Bac;25;Oui;6 à 10;Très satisfait;Homme;2;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
49;Marrié(e);27;88;$75 - $124;44,5;Luxe;Inf au Bac;31;Non;6 à 10;Très satisfait;Homme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
51;Non marrié(e);29;75;$75 - $124;37,3;Luxe;Bac +3/4;4;Non;Moins de 2;Satisfait;Homme;2;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
36;Non marrié(e);1;31;$25 - $49;14,9;Economique;Bac +3/4;5;Non;2 à 5;Neutre;Homme;1;Oui;Non;Non;Non;Aucun;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Oui
30;Marrié(e);10;63;$50 - $74;31,7;Luxe;Bac +3/4;5;Non;2 à 5;Neutre;Homme;3;Oui;Non;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui
54;Marrié(e);26;91;$75 - $124;45,1;Luxe;Niveau Bac;15;Non;6 à 10;Satisfait;Homme;2;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
43;Marrié(e);17;44;$25 - $49;22,1;Standard;Bac +3/4;10;Non;2 à 5;Neutre;Homme;2;Oui;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
61;Marrié(e);0;102;$75 - $124;51,9;Luxe;Bac +5 et +;14;Non;2 à 5;Satisfait;Homme;3;Oui;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
47;Non marrié(e);9;20;Inf à $25;9,5;Economique;Inf au Bac;4;Non;Moins de 2;Satisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
55;Non marrié(e);2;92;$75 - $124;45,7;Luxe;Inf au Bac;14;Non;2 à 5;Neutre;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
61;Marrié(e);15;260;$75 - $124;74,1;Luxe;Niveau Bac;35;Non;6 à 10;Très satisfait;Femme;2;Oui;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non
39;Marrié(e);18;75;$75 - $124;37,1;Luxe;Niveau Bac;17;Non;6 à 10;Très satisfait;Femme;3;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
51;Marrié(e);22;169;$75 - $124;83,8;Luxe;Niveau Bac;20;Non;6 à 10;Neutre;Homme;2;Oui;Oui;Non;Non;;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
53;Non marrié(e);3;198;$75 - $124;99,4;Luxe;Bac +3/4;24;Non;6 à 10;Satisfait;Femme;2;Non;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
51;Marrié(e);0;169;$75 - $124;83,5;Luxe;Inf au Bac;34;Non;6 à 10;Neutre;Femme;2;Non;Non;Non;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
49;Marrié(e);18;53;$50 - $74;26;Standard;Bac +3/4;0;Non;Moins de 2;Très insatisfait;Femme;5;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
66;Non marrié(e);9;84;$75 - $124;42,3;Luxe;Inf au Bac;10;Non;2 à 5;Satisfait;Femme;1;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
34;Marrié(e);13;49;$25 - $49;24,8;Standard;Inf au Bac;3;Non;Moins de 2;Insatistait;Femme;4;Non;Non;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non
56;Non marrié(e);7;98;$75 - $124;48,9;Luxe;Niveau Bac;27;Non;6 à 10;Très satisfait;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
33;Non marrié(e);3;88;$75 - $124;43,1;Luxe;Bac +3/4;4;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
34;Marrié(e);10;108;$75 - $124;53,9;Luxe;Bac +3/4;5;Non;2 à 5;Satisfait;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
40;Non marrié(e);4;45;$25 - $49;22,4;Standard;Bac +2;10;Non;2 à 5;Satisfait;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
64;Non marrié(e);25;115;$75 - $124;56,5;Luxe;Bac +2;24;Non;6 à 10;Satisfait;Femme;1;Oui;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
23;Marrié(e);3;17;Inf à $25;8,4;Economique;Bac +2;1;Non;Moins de 2;Très insatisfait;Femme;4;Non;Non;Oui;Non;;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui
40;Marrié(e);0;93;$75 - $124;47,1;Luxe;Inf au Bac;22;Non;6 à 10;Satisfait;Femme;4;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
27;Non marrié(e);4;23;Inf à $25;11,5;Economique;Bac +3/4;1;Non;Moins de 2;Insatistait;Homme;1;Oui;Oui;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
37;Marrié(e);11;39;$25 - $49;19,2;Standard;Niveau Bac;6;Non;2 à 5;Très insatisfait;Homme;3;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
42;Non marrié(e);19;102;$75 - $124;51,2;Luxe;Bac +2;10;Non;2 à 5;Très satisfait;Femme;3;Oui;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
19;Marrié(e);0;14;Inf à $25;6,9;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Homme;3;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui
41;Non marrié(e);19;26;$25 - $49;13,1;Economique;Niveau Bac;9;Non;2 à 5;Insatistait;Homme;1;Oui;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
38;Marrié(e);16;141;$75 - $124;70,1;Luxe;Bac +2;15;Non;6 à 10;Très satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
50;Marrié(e);5;84;$75 - $124;40,6;Luxe;Bac +5 et +;16;Non;6 à 10;Satisfait;Femme;2;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
40;Non marrié(e);19;31;$25 - $49;15,5;Standard;Bac +5 et +;2;Non;Moins de 2;Satisfait;Femme;1;Oui;Non;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
40;Marrié(e);20;83;$75 - $124;42;Luxe;Bac +2;10;Non;2 à 5;Satisfait;Femme;2;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
58;Non marrié(e);31;95;$75 - $124;46,8;Luxe;Niveau Bac;12;Non;2 à 5;Satisfait;Homme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
45;Marrié(e);19;91;$75 - $124;46,7;Luxe;Niveau Bac;17;Non;6 à 10;Neutre;Homme;5;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
37;Marrié(e);1;86;$75 - $124;42;Luxe;Niveau Bac;15;Non;6 à 10;Très satisfait;Femme;5;Oui;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
41;Non marrié(e);8;55;$50 - $74;26,2;Standard;Bac +3/4;13;Non;2 à 5;Neutre;Homme;3;Non;Oui;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
59;Marrié(e);3;607;$75 - $124;68,1;Luxe;Niveau Bac;39;Non;6 à 10;Très satisfait;Femme;3;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
44;Marrié(e);10;139;$75 - $124;68,4;Luxe;Bac +2;11;Non;2 à 5;Satisfait;Homme;4;Oui;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
22;Non marrié(e);3;16;Inf à $25;7,9;Economique;Bac +3/4;0;Non;Moins de 2;Insatistait;Femme;2;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
52;Non marrié(e);31;125;$75 - $124;61,2;Luxe;Bac +3/4;20;Non;6 à 10;Très satisfait;Femme;1;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
47;Non marrié(e);11;81;$75 - $124;39,2;Luxe;Bac +3/4;8;Non;2 à 5;Très satisfait;Homme;2;Oui;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
42;Non marrié(e);23;50;$50 - $74;25,2;Standard;Bac +2;10;Non;2 à 5;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
40;Marrié(e);14;28;$25 - $49;13,9;Economique;Inf au Bac;4;Non;Moins de 2;Satisfait;Homme;2;Non;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
25;Non marrié(e);4;25;$25 - $49;12,4;Economique;Inf au Bac;8;Non;2 à 5;Satisfait;Homme;4;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non
44;Marrié(e);9;126;$75 - $124;63,6;Luxe;Bac +5 et +;13;Non;2 à 5;Très satisfait;Femme;2;Oui;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
48;Marrié(e);17;46;$25 - $49;22,2;Standard;Bac +2;3;Non;Moins de 2;Très satisfait;Homme;3;Non;Oui;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
52;Marrié(e);12;445;$75 - $124;72,1;Luxe;Bac +5 et +;20;Non;6 à 10;Très satisfait;Homme;3;Oui;Oui;Oui;Oui;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non
64;Non marrié(e);31;13;Inf à $25;6,6;Economique;Bac +3/4;10;Oui;2 à 5;Neutre;Femme;1;Non;Oui;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
36;Marrié(e);1;26;$25 - $49;12,7;Economique;Inf au Bac;1;Non;Moins de 2;Insatistait;Homme;6;Oui;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
36;Non marrié(e);8;54;$50 - $74;27,4;Standard;Bac +2;5;Non;2 à 5;Satisfait;Homme;1;Non;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
32;Non marrié(e);7;42;$25 - $49;20,7;Standard;Bac +2;9;Non;2 à 5;Neutre;Femme;2;Oui;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
54;Marrié(e);32;56;$50 - $74;27;Standard;Bac +2;1;Non;Moins de 2;Insatistait;Femme;2;Non;Oui;Non;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui
44;Marrié(e);19;19;Inf à $25;9,4;Economique;Bac +5 et +;5;Non;2 à 5;Très satisfait;Femme;2;Oui;Oui;Non;Non;Aucun;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non
47;Non marrié(e);13;195;$75 - $124;97,1;Luxe;Bac +2;20;Non;6 à 10;Neutre;Homme;1;Oui;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
46;Marrié(e);25;87;$75 - $124;44,4;Luxe;Inf au Bac;25;Non;6 à 10;Neutre;Homme;2;Oui;Oui;Oui;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non
43;Marrié(e);23;26;$25 - $49;12,9;Economique;Bac +2;1;Non;Moins de 2;Neutre;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
43;Marrié(e);0;172;$75 - $124;85,5;Luxe;Niveau Bac;19;Non;6 à 10;Très satisfait;Femme;3;Oui;Oui;Oui;Oui;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
44;Marrié(e);22;103;$75 - $124;50,3;Luxe;Bac +2;11;Non;2 à 5;Neutre;Femme;4;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
61;Marrié(e);32;66;$50 - $74;33;Luxe;Inf au Bac;20;Non;6 à 10;Satisfait;Femme;2;Non;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
19;Marrié(e);0;16;Inf à $25;8,1;Economique;Niveau Bac;0;Non;Moins de 2;Insatistait;Homme;5;Non;Non;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
65;Non marrié(e);18;89;$75 - $124;44,5;Luxe;Niveau Bac;14;Non;2 à 5;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
68;Marrié(e);43;9;Inf à $25;4,6;Economique;Inf au Bac;6;Oui;2 à 5;Insatistait;Femme;3;Oui;Oui;Oui;Oui;;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
54;Non marrié(e);30;275;$75 - $124;73,4;Luxe;Inf au Bac;37;Non;6 à 10;Neutre;Femme;1;Non;Oui;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
50;Marrié(e);5;167;$75 - $124;82,9;Luxe;Niveau Bac;27;Non;6 à 10;Satisfait;Femme;2;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
36;Marrié(e);7;50;$50 - $74;24,5;Standard;Bac +3/4;7;Non;2 à 5;Neutre;Femme;6;Oui;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non
29;Marrié(e);3;18;Inf à $25;8,8;Economique;Niveau Bac;7;Non;2 à 5;Très satisfait;Femme;4;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
47;Marrié(e);25;30;$25 - $49;14,9;Economique;Inf au Bac;3;Non;Moins de 2;Satisfait;Homme;2;Oui;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
62;Non marrié(e);31;182;$75 - $124;90,7;Luxe;Bac +5 et +;13;Non;2 à 5;Neutre;Homme;1;Oui;Oui;Oui;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
32;Non marrié(e);13;28;$25 - $49;14,1;Economique;Inf au Bac;7;Non;2 à 5;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
40;Marrié(e);17;81;$75 - $124;40,8;Luxe;Bac +2;6;Non;2 à 5;Insatistait;Homme;4;Oui;Oui;Oui;Oui;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
37;Marrié(e);1;21;Inf à $25;11;Economique;Niveau Bac;3;Non;Moins de 2;Neutre;Femme;3;Non;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui
54;Non marrié(e);15;68;$50 - $74;33,9;Luxe;Inf au Bac;23;Non;6 à 10;Satisfait;Femme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
25;Non marrié(e);0;43;$25 - $49;21,5;Standard;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Homme;2;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
51;Marrié(e);32;92;$75 - $124;45,7;Luxe;Niveau Bac;13;Non;2 à 5;Satisfait;Femme;2;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non
41;Marrié(e);20;84;$75 - $124;42,2;Luxe;Bac +3/4;5;Non;2 à 5;Neutre;Homme;4;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
41;Non marrié(e);6;26;$25 - $49;12,9;Economique;Niveau Bac;1;Non;Moins de 2;Neutre;Femme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
39;Non marrié(e);4;173;$75 - $124;85;Luxe;Bac +5 et +;10;Non;2 à 5;Satisfait;Femme;1;Non;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
49;Non marrié(e);17;122;$75 - $124;62,2;Luxe;Inf au Bac;19;Non;6 à 10;Très satisfait;Homme;1;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
42;Non marrié(e);12;83;$75 - $124;41,5;Luxe;Inf au Bac;20;Non;6 à 10;Satisfait;Homme;1;Non;Oui;Oui;Oui;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
48;Marrié(e);15;72;$50 - $74;36,1;Luxe;Inf au Bac;13;Non;2 à 5;Très satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
38;Marrié(e);19;42;$25 - $49;20,8;Standard;Inf au Bac;14;Non;2 à 5;Satisfait;Femme;4;Oui;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
35;Marrié(e);0;21;Inf à $25;10,5;Economique;Bac +3/4;0;Non;Moins de 2;Neutre;Homme;2;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
26;Non marrié(e);7;102;$75 - $124;50,6;Luxe;Bac +5 et +;0;Non;Moins de 2;Très insatisfait;Homme;1;Oui;Oui;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
59;Non marrié(e);40;58;$50 - $74;29,1;Standard;Bac +2;7;Non;2 à 5;Insatistait;Homme;1;Non;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
57;Marrié(e);36;122;$75 - $124;60,5;Luxe;Niveau Bac;15;Non;6 à 10;Très satisfait;Homme;2;Oui;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non
57;Marrié(e);15;223;$75 - $124;76;Luxe;Bac +2;33;Non;6 à 10;Insatistait;Homme;2;Non;Oui;Non;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
32;Non marrié(e);0;50;$50 - $74;25,4;Standard;Inf au Bac;5;Non;2 à 5;Insatistait;Homme;3;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
33;Non marrié(e);4;37;$25 - $49;18,2;Standard;Niveau Bac;7;Non;2 à 5;Très insatisfait;Femme;1;Non;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
37;Marrié(e);17;166;$75 - $124;83,6;Luxe;Bac +3/4;12;Non;2 à 5;Insatistait;Homme;5;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
42;Marrié(e);7;57;$50 - $74;27,8;Standard;Bac +3/4;12;Non;2 à 5;Neutre;Femme;5;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non
51;Marrié(e);8;22;Inf à $25;10,7;Economique;Inf au Bac;3;Non;Moins de 2;Insatistait;Femme;2;Non;Non;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
41;Marrié(e);21;29;$25 - $49;14,1;Economique;Inf au Bac;11;Non;2 à 5;Très satisfait;Femme;6;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
52;Non marrié(e);20;68;$50 - $74;33,7;Luxe;Inf au Bac;17;Non;6 à 10;Très satisfait;Homme;1;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
37;Non marrié(e);10;37;$25 - $49;18,6;Standard;Niveau Bac;8;Non;2 à 5;Neutre;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
61;Marrié(e);30;352;$75 - $124;81,5;Luxe;Inf au Bac;41;Non;6 à 10;Satisfait;Homme;3;Non;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
34;Marrié(e);7;29;$25 - $49;14,1;Economique;Bac +2;1;Non;Moins de 2;Très insatisfait;Homme;5;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
22;Non marrié(e);1;22;Inf à $25;10,9;Economique;Inf au Bac;2;Non;Moins de 2;Neutre;Femme;4;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
45;Marrié(e);18;86;$75 - $124;42,5;Luxe;Bac +3/4;22;Non;6 à 10;Très satisfait;Homme;2;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
48;Marrié(e);1;80;$75 - $124;40,3;Luxe;Niveau Bac;23;Non;6 à 10;Très satisfait;Femme;2;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
37;Marrié(e);2;46;$25 - $49;22,8;Standard;Bac +5 et +;7;Non;2 à 5;Satisfait;Femme;5;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
28;Marrié(e);5;79;$75 - $124;39,2;Luxe;Bac +5 et +;1;Non;Moins de 2;Très satisfait;Femme;6;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
47;Marrié(e);13;79;$75 - $124;39,5;Luxe;Bac +2;10;Non;2 à 5;Satisfait;Femme;5;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
48;Marrié(e);2;245;$75 - $124;74,4;Luxe;Bac +2;27;Non;6 à 10;Neutre;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
